Car_Name,Brand,Model,Variant,Year,Age_Years,Km_Driven,Fuel_Type,Transmission,Owner,Seller_Type,Mileage_kmpl,Engine_CC,Max_Power_BHP,Torque_Nm,Seats,Original_Price_L,Selling_Price_L
Skoda Kushaq Active 2019,Skoda,Kushaq,Active,2019,5,42506,Petrol,Manual,First Owner,Dealer,14.1,999,78.9,174,5,10.89,7.1
Toyota Glanza E 2022,Toyota,Glanza,E,2022,2,14974,Petrol,Manual,Second Owner,Individual,16.1,1197,91.5,192,5,6.85,4.68
Maruti Alto K10 LXI 2017,Maruti,Alto K10,LXI,2017,7,56719,Petrol,Manual,First Owner,Individual,18.7,796,58.8,125,5,4.34,2.23
Hyundai i20 Sportz 2017,Hyundai,i20,Sportz,2017,7,68182,Petrol,Manual,First Owner,Individual,21.6,1197,68.0,155,5,8.64,4.46
Kia Sonet HTK+ 2020,Kia,Sonet,HTK+,2020,4,41920,Diesel,Manual,First Owner,Dealer,21.1,1493,82.8,165,5,11.49,7.82
Mahindra XUV700 MX 2018,Mahindra,XUV700,MX,2018,6,58783,Petrol,Manual,First Owner,Individual,21.8,1997,112.1,287,7,13.99,7.88
Toyota Glanza E 2018,Toyota,Glanza,E,2018,6,39360,Petrol,Manual,Third Owner,Dealer,15.9,1197,71.8,157,5,6.85,3.35
Hyundai Creta E 2022,Hyundai,Creta,E,2022,2,28268,Petrol,Manual,Second Owner,Individual,21.7,1497,105.2,250,5,10.87,7.46
Hyundai Venue SX(O) 2018,Hyundai,Venue,SX(O),2018,6,29963,Diesel,Manual,First Owner,Trustmark Dealer,20.2,1493,84.5,188,5,11.49,6.83
Mahindra Scorpio-N Z8 2021,Mahindra,Scorpio-N,Z8,2021,3,38040,Diesel,Automatic,First Owner,Dealer,22.8,2184,171.4,408,7,22.5,17.61
Tata Tiago XE 2016,Tata,Tiago,XE,2016,8,86432,Petrol,Manual,Third Owner,Individual,15.0,1199,68.0,146,5,5.4,2.06
Maruti Ertiga ZXI 2023,Maruti,Ertiga,ZXI,2023,1,10892,Petrol,Manual,First Owner,Trustmark Dealer,14.6,1462,116.5,272,7,9.69,8.7
Hyundai Venue SX 2015,Hyundai,Venue,SX,2015,9,107153,Petrol,Automatic,Second Owner,Individual,16.7,1197,91.4,228,5,9.99,3.86
Maruti Baleno Delta 2015,Maruti,Baleno,Delta,2015,9,113403,Petrol,Manual,First Owner,Individual,20.1,1197,70.9,128,5,7.45,3.2
Tata Harrier Accomplished 2018,Tata,Harrier,Accomplished,2018,6,67390,Diesel,Automatic,Third Owner,Individual,24.5,1956,122.3,220,5,22.49,11.08
Toyota Camry Hybrid 2014,Toyota,Camry,Hybrid,2014,10,108021,Hybrid,Automatic,First Owner,Individual,22.9,2487,196.0,401,5,44.95,23.07
Tata Altroz XZ 2015,Tata,Altroz,XZ,2015,9,77822,Petrol,Manual,First Owner,Individual,17.8,1199,89.9,194,5,8.4,3.57
Maruti WagonR LXI 2016,Maruti,WagonR,LXI,2016,8,103987,Petrol,Manual,Second Owner,Individual,18.4,998,69.3,136,5,5.47,2.24
Renault Triber RXE 2019,Renault,Triber,RXE,2019,5,46268,Petrol,Manual,Third Owner,Individual,14.9,999,59.4,144,7,5.99,3.05
Honda City e:HEV 2023,Honda,City,e:HEV,2023,1,12708,Hybrid,Automatic,First Owner,Individual,25.7,1498,110.5,254,5,19.5,16.32
Maruti Swift ZXI+ 2013,Maruti,Swift,ZXI+,2013,11,112906,Petrol,Automatic,Fourth & Above Owner,Individual,17.1,1197,77.7,166,5,8.79,2.3
Mahindra XUV700 AX5 2016,Mahindra,XUV700,AX5,2016,8,93043,Diesel,Automatic,First Owner,Individual,18.8,2184,128.8,271,7,20.99,10.78
Tata Tiago XE 2019,Tata,Tiago,XE,2019,5,53921,Petrol,Manual,Second Owner,Individual,20.5,1199,84.8,152,5,5.4,3.01
MG ZS EV Exclusive 2022,MG,ZS EV,Exclusive,2022,2,26686,Electric,Automatic,Second Owner,Individual,359.4,0,149.8,244,5,25.58,17.89
Tata Tiago XM 2013,Tata,Tiago,XM,2013,11,129666,Petrol,Manual,First Owner,Trustmark Dealer,19.8,1199,91.4,168,5,6.2,2.33
Toyota Urban Cruiser Mid 2019,Toyota,Urban Cruiser,Mid,2019,5,68818,Petrol,Manual,First Owner,Dealer,15.3,1462,90.3,165,5,10.33,6.26
Audi Q5 Premium 2016,Audi,Q5,Premium,2016,8,75830,Petrol,Automatic,Second Owner,Individual,15.4,1984,140.2,324,5,67.81,35.49
Hyundai Santro Magna 2019,Hyundai,Santro,Magna,2019,5,69087,Petrol,Manual,Fourth & Above Owner,Individual,18.4,1086,76.1,197,5,4.77,1.98
Tata Tiago XT 2020,Tata,Tiago,XT,2020,4,43326,Petrol,Manual,First Owner,Individual,18.6,1199,76.0,147,5,7.2,4.72
Hyundai i20 Sportz 2023,Hyundai,i20,Sportz,2023,1,12434,Petrol,Manual,First Owner,Dealer,21.2,1197,80.3,181,5,8.64,7.61
Skoda Kushaq Active 2018,Skoda,Kushaq,Active,2018,6,42148,Petrol,Manual,First Owner,Dealer,17.9,999,57.3,121,5,10.89,6.35
Renault Kwid STD 2013,Renault,Kwid,STD,2013,11,113781,Petrol,Manual,Third Owner,Individual,16.3,799,60.8,133,5,4.7,1.42
Mahindra Scorpio-N Z8 2018,Mahindra,Scorpio-N,Z8,2018,6,64674,Diesel,Automatic,First Owner,Individual,18.3,2184,121.3,256,7,22.5,14.03
Honda Amaze V 2020,Honda,Amaze,V,2020,4,72991,Petrol,Automatic,First Owner,Individual,14.2,1199,88.6,169,5,9.49,5.96
Jeep Compass Sport 2020,Jeep,Compass,Sport,2020,4,37293,Petrol,Manual,Second Owner,Trustmark Dealer,19.7,1368,87.2,197,5,19.95,12.83
Maruti Baleno Sigma 2013,Maruti,Baleno,Sigma,2013,11,141641,Petrol,Manual,First Owner,Dealer,16.7,1197,66.7,141,5,6.61,2.47
Tata Altroz XZ+ 2016,Tata,Altroz,XZ+,2016,8,79615,Diesel,Manual,First Owner,Individual,25.6,1497,109.6,229,5,9.99,4.78
Jeep Meridian Limited 2022,Jeep,Meridian,Limited,2022,2,16055,Diesel,Automatic,First Owner,Individual,18.5,1956,150.3,305,7,29.9,23.46
Hyundai i20 Magna 2016,Hyundai,i20,Magna,2016,8,116071,Petrol,Manual,First Owner,Dealer,19.8,1197,77.0,174,5,7.04,3.23
Tata Nexon Creative 2023,Tata,Nexon,Creative,2023,1,13113,Diesel,Automatic,First Owner,Trustmark Dealer,20.4,1497,91.0,185,5,15.4,13.49
Maruti Celerio VXI 2016,Maruti,Celerio,VXI,2016,8,113459,Petrol,Automatic,Second Owner,Dealer,20.5,998,55.7,102,5,6.25,2.64
Maruti Celerio VXI 2021,Maruti,Celerio,VXI,2021,3,28632,Petrol,Automatic,First Owner,Dealer,20.9,998,77.8,171,5,6.25,4.69
Maruti Baleno Delta 2014,Maruti,Baleno,Delta,2014,10,96207,Petrol,Manual,First Owner,Dealer,17.9,1197,70.4,140,5,7.45,3.2
Kia Seltos GTX+ 2015,Kia,Seltos,GTX+,2015,9,82617,Diesel,Automatic,Third Owner,Individual,22.8,1493,112.1,221,5,19.65,8.01
Mahindra XUV300 W4 2022,Mahindra,XUV300,W4,2022,2,26971,Petrol,Manual,Second Owner,Trustmark Dealer,19.2,1197,87.5,195,5,8.45,6.07
Skoda Octavia Style 2022,Skoda,Octavia,Style,2022,2,24188,Petrol,Automatic,First Owner,Dealer,19.6,1498,89.1,186,5,26.29,21.34
Honda City ZX 2021,Honda,City,ZX,2021,3,41796,Petrol,Automatic,Second Owner,Dealer,14.6,1498,99.2,186,5,15.49,10.6
BMW 3 Series 320d Sport 2022,BMW,3 Series,320d Sport,2022,2,19505,Diesel,Automatic,First Owner,Dealer,23.3,1995,113.0,262,5,46.9,39.15
Maruti Swift ZXI 2013,Maruti,Swift,ZXI,2013,11,124018,Petrol,Manual,Fourth & Above Owner,Individual,20.7,1197,88.5,195,5,7.99,2.13
Skoda Octavia Style 2013,Skoda,Octavia,Style,2013,11,148635,Petrol,Automatic,Second Owner,Individual,14.8,1498,111.9,262,5,26.29,9.82
Mercedes C-Class Progressive 2017,Mercedes,C-Class,Progressive,2017,7,73376,Petrol,Automatic,Third Owner,Individual,21.0,1496,90.3,205,5,55.0,26.64
Tata Harrier Smart 2021,Tata,Harrier,Smart,2021,3,35803,Diesel,Manual,Second Owner,Dealer,24.1,1956,147.0,342,5,15.49,10.59
Hyundai Venue SX 2013,Hyundai,Venue,SX,2013,11,125457,Petrol,Automatic,Second Owner,Trustmark Dealer,19.5,1197,66.9,164,5,9.99,3.37
BMW 3 Series 320d Sport 2021,BMW,3 Series,320d Sport,2021,3,22812,Diesel,Automatic,First Owner,Dealer,23.7,1995,150.3,306,5,46.9,36.39
Maruti Ertiga ZXI 2019,Maruti,Ertiga,ZXI,2019,5,64110,Petrol,Manual,First Owner,Trustmark Dealer,18.2,1462,103.1,193,7,9.69,5.97
Maruti Baleno Zeta 2013,Maruti,Baleno,Zeta,2013,11,118401,Petrol,Manual,Third Owner,Individual,18.7,1197,82.0,175,5,8.45,2.63
Toyota Fortuner 4x4 AT 2022,Toyota,Fortuner,4x4 AT,2022,2,22053,Diesel,Automatic,Second Owner,Trustmark Dealer,23.6,2755,175.5,402,7,40.57,30.65
Renault Kwid RXT 2013,Renault,Kwid,RXT,2013,11,150651,Petrol,Automatic,First Owner,Individual,18.7,999,62.0,160,5,5.9,1.99
Tata Nexon Pure 2015,Tata,Nexon,Pure,2015,9,109581,Petrol,Manual,First Owner,Individual,17.9,1199,79.5,164,5,9.5,4.15
Hyundai Creta SX(O) 2023,Hyundai,Creta,SX(O),2023,1,10808,Diesel,Automatic,First Owner,Dealer,26.3,1493,88.3,177,5,18.99,16.35
Maruti Alto K10 VXI 2018,Maruti,Alto K10,VXI,2018,6,45371,Petrol,Manual,First Owner,Individual,15.3,796,52.8,105,5,4.79,2.64
Toyota Glanza V 2014,Toyota,Glanza,V,2014,10,154227,Petrol,Automatic,First Owner,Individual,17.8,1197,71.4,135,5,8.99,3.28
MG ZS EV Exclusive 2021,MG,ZS EV,Exclusive,2021,3,34583,Electric,Automatic,Second Owner,Trustmark Dealer,378.6,0,116.7,240,5,25.58,18.1
Hyundai Creta SX(O) 2019,Hyundai,Creta,SX(O),2019,5,46639,Diesel,Automatic,First Owner,Dealer,23.3,1493,98.9,195,5,18.99,12.68
Kia Sonet GTX+ 2020,Kia,Sonet,GTX+,2020,4,47140,Diesel,Automatic,Second Owner,Trustmark Dealer,18.5,1493,86.2,190,5,15.99,10.33
Toyota Camry Hybrid 2021,Toyota,Camry,Hybrid,2021,3,35243,Hybrid,Automatic,First Owner,Dealer,24.3,2487,158.9,407,5,44.95,36.03
Volkswagen Tiguan Elegance 2017,Volkswagen,Tiguan,Elegance,2017,7,86554,Petrol,Automatic,Fourth & Above Owner,Individual,17.8,1984,136.3,255,5,31.99,12.67
Tata Nexon Smart 2020,Tata,Nexon,Smart,2020,4,43502,Petrol,Manual,First Owner,Dealer,18.3,1199,83.7,173,5,8.1,5.41
Maruti Dzire VXI 2016,Maruti,Dzire,VXI,2016,8,98076,Petrol,Manual,Third Owner,Individual,20.5,1197,78.6,147,5,7.24,2.82
Tata Tiago XT 2022,Tata,Tiago,XT,2022,2,19132,Petrol,Manual,Second Owner,Trustmark Dealer,17.1,1199,85.6,205,5,7.2,5.17
Honda City ZX 2018,Honda,City,ZX,2018,6,67711,Petrol,Automatic,Third Owner,Individual,15.4,1498,102.9,253,5,15.49,7.59
Hyundai i20 Asta (O) 2023,Hyundai,i20,Asta (O),2023,1,8496,Diesel,Manual,First Owner,Trustmark Dealer,23.8,1493,96.3,187,5,10.95,9.83
Honda City V 2015,Honda,City,V,2015,9,78003,Petrol,Manual,Second Owner,Individual,21.4,1498,103.2,226,5,11.89,4.65
Kia Seltos HTE 2013,Kia,Seltos,HTE,2013,11,107167,Petrol,Manual,Second Owner,Individual,14.2,1497,116.9,211,5,10.9,3.64
Hyundai i20 Magna 2018,Hyundai,i20,Magna,2018,6,61872,Petrol,Manual,Second Owner,Dealer,16.6,1197,82.9,164,5,7.04,3.61
MG Hector Sharp 2015,MG,Hector,Sharp,2015,9,107269,Petrol,Automatic,First Owner,Dealer,14.8,1451,112.6,253,5,18.99,9.76
Mahindra Scorpio-N Z8 2016,Mahindra,Scorpio-N,Z8,2016,8,88663,Diesel,Automatic,Fourth & Above Owner,Individual,24.1,2184,172.7,352,7,22.5,8.77
Toyota Innova Crysta GX 2020,Toyota,Innova Crysta,GX,2020,4,37261,Diesel,Manual,First Owner,Individual,25.5,2393,182.4,420,7,19.77,13.61
Mahindra XUV300 W8 2019,Mahindra,XUV300,W8,2019,5,67222,Diesel,Manual,Third Owner,Individual,25.5,1497,110.3,254,5,12.99,6.26
Tata Altroz XZ+ 2021,Tata,Altroz,XZ+,2021,3,27533,Diesel,Manual,First Owner,Individual,18.0,1497,86.8,208,5,9.99,7.07
Mahindra XUV300 W8 2013,Mahindra,XUV300,W8,2013,11,132807,Diesel,Manual,Second Owner,Individual,21.0,1497,103.4,256,5,12.99,4.16
Hyundai Venue SX 2019,Hyundai,Venue,SX,2019,5,57239,Petrol,Automatic,Second Owner,Dealer,19.8,1197,86.8,222,5,9.99,5.69
Honda City ZX 2023,Honda,City,ZX,2023,1,10337,Petrol,Automatic,First Owner,Individual,18.0,1498,99.5,258,5,15.49,13.25
Tata Tiago XT 2023,Tata,Tiago,XT,2023,1,12465,Petrol,Manual,First Owner,Dealer,16.4,1199,82.4,190,5,7.2,6.38
Hyundai Venue SX 2021,Hyundai,Venue,SX,2021,3,30160,Petrol,Automatic,Second Owner,Individual,20.2,1197,82.2,176,5,9.99,6.65
Honda City e:HEV 2018,Honda,City,e:HEV,2018,6,89079,Hybrid,Automatic,Third Owner,Individual,23.6,1498,96.4,210,5,19.5,8.99
Honda City ZX 2016,Honda,City,ZX,2016,8,85138,Petrol,Automatic,First Owner,Individual,16.6,1498,100.2,185,5,15.49,8.0
Hyundai Tucson Platinum 2019,Hyundai,Tucson,Platinum,2019,5,45956,Diesel,Automatic,First Owner,Individual,18.2,1999,154.2,386,5,29.99,19.14
Maruti Ertiga VXI 2013,Maruti,Ertiga,VXI,2013,11,181050,Petrol,Manual,Fourth & Above Owner,Individual,18.9,1462,112.5,242,7,8.35,1.91
Tata Nexon Creative 2013,Tata,Nexon,Creative,2013,11,102039,Diesel,Automatic,Second Owner,Individual,19.2,1497,114.6,262,5,15.4,5.96
Hyundai i20 Asta (O) 2013,Hyundai,i20,Asta (O),2013,11,132353,Diesel,Manual,First Owner,Dealer,18.7,1493,117.6,268,5,10.95,4.18
Audi Q5 Premium 2020,Audi,Q5,Premium,2020,4,60208,Petrol,Automatic,Second Owner,Dealer,19.3,1984,119.8,254,5,67.81,44.41
Volkswagen Taigun Comfortline 2013,Volkswagen,Taigun,Comfortline,2013,11,101988,Petrol,Manual,First Owner,Individual,19.9,999,61.3,144,5,11.55,4.26
Toyota Fortuner 4x2 MT 2014,Toyota,Fortuner,4x2 MT,2014,10,99857,Diesel,Manual,First Owner,Individual,22.6,2755,202.0,395,7,33.43,15.26
Toyota Fortuner 4x4 AT 2023,Toyota,Fortuner,4x4 AT,2023,1,14626,Diesel,Automatic,First Owner,Trustmark Dealer,21.5,2755,213.4,414,7,40.57,35.1
Maruti Baleno Alpha 2018,Maruti,Baleno,Alpha,2018,6,51209,Petrol,Automatic,First Owner,Trustmark Dealer,18.2,1197,76.7,153,5,9.45,5.48
Hyundai i20 Asta 2019,Hyundai,i20,Asta,2019,5,50533,Petrol,Automatic,First Owner,Individual,17.1,1197,89.6,184,5,9.64,5.87
Hyundai i20 Asta 2016,Hyundai,i20,Asta,2016,8,101483,Petrol,Automatic,Second Owner,Individual,20.5,1197,73.1,183,5,9.64,3.99
Hyundai Venue SX(O) 2017,Hyundai,Venue,SX(O),2017,7,80370,Diesel,Manual,Second Owner,Dealer,21.9,1493,102.5,189,5,11.49,5.36
Tata Altroz XZ 2023,Tata,Altroz,XZ,2023,1,11122,Petrol,Manual,First Owner,Individual,18.7,1199,83.8,202,5,8.4,7.14
Kia Sonet GTX+ 2013,Kia,Sonet,GTX+,2013,11,124271,Diesel,Automatic,Second Owner,Trustmark Dealer,21.6,1493,96.5,173,5,15.99,6.49
Kia Seltos GTX+ 2014,Kia,Seltos,GTX+,2014,10,145274,Diesel,Automatic,Second Owner,Individual,25.1,1493,92.2,220,5,19.65,7.54
Maruti Baleno Zeta 2017,Maruti,Baleno,Zeta,2017,7,61462,Petrol,Manual,First Owner,Dealer,19.5,1197,89.5,179,5,8.45,4.51
Volkswagen Polo Highline 2016,Volkswagen,Polo,Highline,2016,8,110177,Petrol,Manual,First Owner,Dealer,19.8,999,71.3,137,5,9.59,4.4
Maruti WagonR ZXI 2022,Maruti,WagonR,ZXI,2022,2,26570,Petrol,Automatic,Second Owner,Individual,20.0,998,67.0,137,5,6.49,4.42
Maruti Alto K10 VXI 2014,Maruti,Alto K10,VXI,2014,10,89100,Petrol,Manual,First Owner,Dealer,14.9,796,60.4,139,5,4.79,1.98
Maruti Celerio VXI 2018,Maruti,Celerio,VXI,2018,6,51983,Petrol,Automatic,First Owner,Individual,18.8,998,58.5,140,5,6.25,3.44
Mercedes C-Class Progressive 2014,Mercedes,C-Class,Progressive,2014,10,123446,Petrol,Automatic,First Owner,Dealer,14.3,1496,100.8,193,5,55.0,28.22
Tata Harrier Accomplished 2014,Tata,Harrier,Accomplished,2014,10,85650,Diesel,Automatic,First Owner,Dealer,26.8,1956,129.5,304,5,22.49,10.88
Tata Altroz XZ 2021,Tata,Altroz,XZ,2021,3,28567,Petrol,Manual,First Owner,Dealer,16.0,1199,76.4,147,5,8.4,6.18
Tata Altroz XE 2018,Tata,Altroz,XE,2018,6,46682,Petrol,Manual,Fourth & Above Owner,Individual,19.2,1199,70.1,129,5,6.6,2.72
Volkswagen Polo Trendline 2013,Volkswagen,Polo,Trendline,2013,11,118370,Petrol,Manual,First Owner,Dealer,14.6,999,73.9,165,5,7.54,2.86
Toyota Fortuner 4x4 AT 2023,Toyota,Fortuner,4x4 AT,2023,1,9225,Diesel,Automatic,First Owner,Dealer,21.9,2755,215.9,480,7,40.57,36.28
Maruti Ertiga VXI 2021,Maruti,Ertiga,VXI,2021,3,17601,Petrol,Manual,Second Owner,Dealer,17.6,1462,95.7,177,7,8.35,5.46
Toyota Glanza E 2013,Toyota,Glanza,E,2013,11,157213,Petrol,Manual,Second Owner,Trustmark Dealer,15.6,1197,95.5,194,5,6.85,2.17
Mahindra XUV300 W6 2021,Mahindra,XUV300,W6,2021,3,25192,Petrol,Manual,First Owner,Dealer,17.0,1197,94.6,194,5,9.99,7.69
Honda City ZX 2020,Honda,City,ZX,2020,4,37057,Petrol,Automatic,First Owner,Individual,14.2,1498,95.9,240,5,15.49,10.89
Mahindra XUV700 MX 2018,Mahindra,XUV700,MX,2018,6,80016,Petrol,Manual,Second Owner,Individual,20.9,1997,124.9,270,7,13.99,6.82
Maruti Swift ZXI 2021,Maruti,Swift,ZXI,2021,3,19140,Petrol,Manual,Second Owner,Individual,21.5,1197,73.0,147,5,7.99,5.3
Jeep Compass Sport 2021,Jeep,Compass,Sport,2021,3,46804,Petrol,Manual,Second Owner,Dealer,15.4,1368,104.4,199,5,19.95,13.32
Maruti Baleno Zeta 2017,Maruti,Baleno,Zeta,2017,7,112643,Petrol,Manual,Fourth & Above Owner,Individual,18.3,1197,93.7,204,5,8.45,2.87
Toyota Fortuner 4x4 AT 2014,Toyota,Fortuner,4x4 AT,2014,10,138215,Diesel,Automatic,First Owner,Dealer,24.5,2755,213.8,536,7,40.57,20.04
Maruti WagonR LXI 2021,Maruti,WagonR,LXI,2021,3,22982,Petrol,Manual,Third Owner,Dealer,21.2,998,58.3,144,5,5.47,3.45
Tata Altroz XE 2017,Tata,Altroz,XE,2017,7,103818,Petrol,Manual,Second Owner,Trustmark Dealer,17.6,1199,87.3,212,5,6.6,2.97
Renault Kwid STD 2023,Renault,Kwid,STD,2023,1,7724,Petrol,Manual,First Owner,Dealer,19.9,799,62.3,124,5,4.7,4.12
Honda Amaze V 2020,Honda,Amaze,V,2020,4,45219,Petrol,Automatic,Second Owner,Dealer,18.4,1199,68.6,163,5,9.49,5.9
Tata Harrier Smart 2021,Tata,Harrier,Smart,2021,3,39426,Diesel,Manual,Third Owner,Dealer,18.5,1956,137.4,261,5,15.49,9.41
Maruti Ertiga VXI 2022,Maruti,Ertiga,VXI,2022,2,25558,Petrol,Manual,First Owner,Individual,19.9,1462,92.1,185,7,8.35,6.53
Jeep Meridian Limited 2019,Jeep,Meridian,Limited,2019,5,69591,Diesel,Automatic,First Owner,Dealer,20.1,1956,115.3,279,7,29.9,19.71
Hyundai i20 Sportz 2016,Hyundai,i20,Sportz,2016,8,76366,Petrol,Manual,Second Owner,Individual,18.1,1197,66.4,140,5,8.64,3.59
Toyota Innova Crysta GX 2023,Toyota,Innova Crysta,GX,2023,1,9387,Diesel,Manual,First Owner,Trustmark Dealer,21.3,2393,174.4,365,7,19.77,17.4
Volkswagen Tiguan Elegance 2023,Volkswagen,Tiguan,Elegance,2023,1,10431,Petrol,Automatic,First Owner,Trustmark Dealer,17.9,1984,132.3,306,5,31.99,28.37
Toyota Glanza E 2022,Toyota,Glanza,E,2022,2,24935,Petrol,Manual,First Owner,Dealer,19.1,1197,79.5,172,5,6.85,5.37
Kia Sonet HTE 2022,Kia,Sonet,HTE,2022,2,28515,Petrol,Manual,First Owner,Dealer,16.8,1197,69.0,177,5,7.99,6.53
Skoda Octavia Style 2023,Skoda,Octavia,Style,2023,1,6837,Petrol,Automatic,First Owner,Trustmark Dealer,15.5,1498,109.0,201,5,26.29,23.82
Mercedes C-Class Progressive 2014,Mercedes,C-Class,Progressive,2014,10,116162,Petrol,Automatic,Second Owner,Trustmark Dealer,15.2,1496,110.8,259,5,55.0,25.96
Hyundai Venue SX(O) 2017,Hyundai,Venue,SX(O),2017,7,78168,Diesel,Manual,Second Owner,Dealer,18.8,1493,105.5,213,5,11.49,5.53
Volkswagen Taigun Topline 2017,Volkswagen,Taigun,Topline,2017,7,90652,Petrol,Automatic,Fourth & Above Owner,Dealer,19.6,999,67.7,131,5,15.99,6.42
Skoda Slavia Ambition 2021,Skoda,Slavia,Ambition,2021,3,37817,Petrol,Automatic,Third Owner,Dealer,19.2,999,66.5,127,5,14.49,8.79
Hyundai Tucson Platinum 2022,Hyundai,Tucson,Platinum,2022,2,24745,Diesel,Automatic,First Owner,Individual,23.2,1999,140.0,273,5,29.99,23.24
Maruti Swift LXI 2021,Maruti,Swift,LXI,2021,3,34663,Petrol,Manual,First Owner,Individual,20.2,1197,92.2,185,5,5.99,4.19
Jeep Meridian Limited 2021,Jeep,Meridian,Limited,2021,3,33497,Diesel,Automatic,First Owner,Individual,22.6,1956,149.2,345,7,29.9,21.76
Tata Nexon Smart 2013,Tata,Nexon,Smart,2013,11,100388,Petrol,Manual,Second Owner,Individual,16.7,1199,81.2,192,5,8.1,2.7
Toyota Glanza E 2016,Toyota,Glanza,E,2016,8,81047,Petrol,Manual,Second Owner,Dealer,16.8,1197,67.2,174,5,6.85,3.0
BMW 5 Series 520d Sport 2017,BMW,5 Series,520d Sport,2017,7,48241,Diesel,Automatic,First Owner,Individual,24.5,1995,140.2,265,5,65.9,39.09
Renault Kwid RXT 2015,Renault,Kwid,RXT,2015,9,120021,Petrol,Automatic,First Owner,Individual,14.2,999,74.1,157,5,5.9,2.48
Toyota Glanza V 2017,Toyota,Glanza,V,2017,7,69241,Petrol,Automatic,First Owner,Trustmark Dealer,19.7,1197,90.8,164,5,8.99,4.78
Maruti Dzire ZXI 2021,Maruti,Dzire,ZXI,2021,3,32371,Petrol,Automatic,First Owner,Individual,15.9,1197,74.4,140,5,8.99,6.52
Maruti Ertiga ZXI+ 2013,Maruti,Ertiga,ZXI+,2013,11,134962,Petrol,Automatic,First Owner,Individual,19.8,1462,113.7,206,7,10.99,3.9
Mahindra XUV700 MX 2023,Mahindra,XUV700,MX,2023,1,12265,Petrol,Manual,First Owner,Trustmark Dealer,16.1,1997,121.1,310,7,13.99,12.3
Jeep Meridian Limited 2022,Jeep,Meridian,Limited,2022,2,22497,Diesel,Automatic,Second Owner,Trustmark Dealer,25.3,1956,155.2,330,7,29.9,21.99
Mercedes E-Class Progressive 2013,Mercedes,E-Class,Progressive,2013,11,175476,Petrol,Automatic,Third Owner,Individual,18.1,1991,142.5,319,5,77.5,26.63
Renault Kwid STD 2015,Renault,Kwid,STD,2015,9,84726,Petrol,Manual,First Owner,Dealer,15.9,799,47.6,86,5,4.7,2.13
MG ZS EV Exclusive 2023,MG,ZS EV,Exclusive,2023,1,13818,Electric,Automatic,First Owner,Trustmark Dealer,251.7,0,147.6,251,5,25.58,23.11
Volkswagen Polo Trendline 2023,Volkswagen,Polo,Trendline,2023,1,4755,Petrol,Manual,First Owner,Trustmark Dealer,20.0,999,79.7,182,5,7.54,6.65
Hyundai Tucson Platinum 2020,Hyundai,Tucson,Platinum,2020,4,44237,Diesel,Automatic,Second Owner,Individual,22.9,1999,157.1,303,5,29.99,18.51
Mercedes E-Class Progressive 2015,Mercedes,E-Class,Progressive,2015,9,114942,Petrol,Automatic,Second Owner,Dealer,17.3,1991,143.1,302,5,77.5,37.6
Maruti Swift ZXI+ 2018,Maruti,Swift,ZXI+,2018,6,60372,Petrol,Automatic,First Owner,Individual,20.3,1197,88.6,215,5,8.79,5.05
Audi Q5 Premium 2022,Audi,Q5,Premium,2022,2,12917,Petrol,Automatic,Second Owner,Dealer,20.2,1984,126.7,298,5,67.81,52.33
BMW 3 Series 320d Sport 2014,BMW,3 Series,320d Sport,2014,10,119326,Diesel,Automatic,First Owner,Trustmark Dealer,22.6,1995,128.9,237,5,46.9,24.16
MG Hector Plus Sharp 2020,MG,Hector Plus,Sharp,2020,4,42971,Diesel,Manual,Fourth & Above Owner,Individual,21.9,1956,135.9,294,6,20.99,10.29
Honda City e:HEV 2016,Honda,City,e:HEV,2016,8,74469,Hybrid,Automatic,Third Owner,Individual,25.1,1498,84.4,215,5,19.5,8.52
Renault Triber RXE 2015,Renault,Triber,RXE,2015,9,69990,Petrol,Manual,Second Owner,Individual,17.9,999,58.3,143,7,5.99,2.33
Hyundai Creta SX 2015,Hyundai,Creta,SX,2015,9,125685,Petrol,Automatic,Second Owner,Dealer,14.8,1497,108.3,210,5,14.99,5.57
Honda City V 2019,Honda,City,V,2019,5,60309,Petrol,Manual,Third Owner,Dealer,15.1,1498,118.5,270,5,11.89,6.21
Honda City V 2016,Honda,City,V,2016,8,95166,Petrol,Manual,First Owner,Trustmark Dealer,14.6,1498,118.4,236,5,11.89,5.59
Tata Nexon Smart 2013,Tata,Nexon,Smart,2013,11,133010,Petrol,Manual,Second Owner,Dealer,17.2,1199,78.8,151,5,8.1,2.64
Skoda Slavia Active 2018,Skoda,Slavia,Active,2018,6,54561,Petrol,Manual,First Owner,Individual,19.5,999,73.7,143,5,10.99,5.99
Hyundai Santro Sportz 2015,Hyundai,Santro,Sportz,2015,9,81469,Petrol,Manual,Second Owner,Individual,17.6,1086,82.8,195,5,5.47,2.09
Jeep Compass Limited 2021,Jeep,Compass,Limited,2021,3,46564,Diesel,Automatic,Second Owner,Dealer,24.5,1956,141.4,347,5,28.59,19.38
Maruti Celerio LXI 2015,Maruti,Celerio,LXI,2015,9,114391,Petrol,Manual,First Owner,Individual,21.4,998,69.3,134,5,5.25,2.22
Tata Nexon Creative 2015,Tata,Nexon,Creative,2015,9,89405,Diesel,Automatic,First Owner,Individual,26.9,1497,93.4,235,5,15.4,7.56
